tag,userid,text,others,time,date,ip,sentiment_lr,sentiment_nb,sentiment_snow,country,city,jieba_text,candidate,round
推,gn02160940, 來了, 180.218.16.139 12/18 19:00,19:00,12/18 , 180.218.16.139 ,neg,neg,0.6451612903225805,Taiwan,Taipei,  ,,12/18
推,mnhyuiop, 我第一,114.32.93.156 12/18 19:00,19:00,12/18 ,114.32.93.156 ,neg,neg,0.5503512880562061,Taiwan,Danshui District,   第一,,12/18
推,rockon15, https, 1.161.230.117 12/18 19:00,19:00,12/18 , 1.161.230.117 ,neg,neg,0.5,Taiwan,Banqiao District,   https,,12/18
推,ianenix, 挖石油挖起來,175.182.10.209 12/18 19:00,19:00,12/18 ,175.182.10.209 ,neg,neg,0.39530240680016937,Taiwan,Zhongli District,   挖 石油 挖起來,,12/18
推,GentleJena, 亞利安星球辯論法, 61.227.136.218 12/18 19:00,19:00,12/18 , 61.227.136.218 ,neg,neg,0.23739700862914515,Taiwan,Taipei,   亞利安 星球 辯論 法,,12/18
→,mnhyuiop, 我第四,114.32.93.156 12/18 19:00,19:00,12/18 ,114.32.93.156 ,neg,neg,0.3921568627450982,Taiwan,Danshui District,   第四,,12/18
→,rockon15, 低能兒 出來集合了,1.161.230.117 12/18 19:01,19:01,12/18 ,1.161.230.117 ,neg,neg,0.2829340129106559,Taiwan,Banqiao District,   低能兒   集合,,12/18
推,JANUARZ, 來了,223.136.135.92 12/18 19:01,19:01,12/18 ,223.136.135.92 ,neg,neg,0.6451612903225805,Taiwan,Taipei,  ,,12/18
推,dioradio, 陰囊臉又要瘋狂開空頭支票了, 110.50.140.127 12/18 19:01,19:01,12/18 , 110.50.140.127 ,neg,neg,0.031507401966491266,Taiwan,Banqiao District,   陰囊 臉 瘋狂 開 空頭支票,,12/18
推,bonfferoni, 看戲囉,180.176.0.145 12/18 19:01,19:01,12/18 ,180.176.0.145 ,neg,neg,0.535856484227819,Taiwan,Taipei,   看戲 囉,,12/18
→,stlevi811101, 等人剪韓國瑜精華, 140.113.62.220 12/18 19:01,19:01,12/18 , 140.113.62.220 ,neg,neg,0.9731703710374908,Taiwan,Zhudong Township,   人 剪 韓國瑜 精華,,12/18
→,rockon15, 去拍愛河阿, 1.161.230.117 12/18 19:01,19:01,12/18 , 1.161.230.117 ,neg,neg,0.9791180038463981,Taiwan,Banqiao District,   拍 愛河,,12/18
推,akway, 爆米花準備好啦,223.137.149.54 12/18 19:01,19:01,12/18 ,223.137.149.54 ,neg,pos,0.012934913747593035,Taiwan,Taipei,   爆米花 好,,12/18
推,yafx4200p, 誰看 無聊,220.133.115.236 12/18 19:01,19:01,12/18 ,220.133.115.236 ,neg,neg,0.19588919933603732,Taiwan,Changhua City,     無聊,,12/18
推,candysagaboy, 韓粉要暴動了,114.25.57.174 12/18 19:01,19:01,12/18 ,114.25.57.174 ,neg,neg,0.6458564863580093,Taiwan,Taoyuan District,   韓粉 暴動,,12/18
推,KeynesGG, 讀稿機表現超爛,36.229.99.205 12/18 19:01,19:01,12/18 ,36.229.99.205 ,neg,pos,0.14051757680632326,Taiwan,Taipei,   讀稿機 表現 超爛,,12/18
→,rie779, 這畫面感感覺經費很拮据, 1.163.83.2 12/18 19:01,19:01,12/18 , 1.163.83.2 ,neg,pos,0.06783127840302483,Taiwan,Taipei,   畫面感 感覺 經費 拮据,,12/18
推,godtim, 韓粉要大量湧入了, 114.38.246.250 12/18 19:01,19:01,12/18 , 114.38.246.250 ,neg,neg,0.4737672181921908,Taiwan,Magong,   韓粉 湧入,,12/18
推,sam20135, 看好戲囉, 111.252.68.249 12/18 19:01,19:01,12/18 , 111.252.68.249 ,neg,neg,0.664531963715534,Taiwan,Taipei,   好戲 囉,,12/18
推,jsai, 看戲看戲, 1.174.66.140 12/18 19:01,19:01,12/18 , 1.174.66.140 ,neg,neg,0.5968537473498813,Taiwan,Kaohsiung City,   看戲 看戲,,12/18
推,frtwwilo, 期待韓導新笑話^_^, 101.15.205.93 12/18 19:01,19:01,12/18 , 101.15.205.93 ,pos,pos,0.47404226761351986,Taiwan,Taipei,   期待 韓導 新 笑話,,12/18
推,wubairock, 各縣市都有賽車場，各縣市都發大財！, 121.254.99.67 12/18 19:01,19:01,12/18 , 121.254.99.67 ,neg,neg,0.7346340507338959,Taiwan,Taichung,   各縣市 賽車場 各縣市 發大財,,12/18
推,arcslam, 明天新聞不用煩惱沒素材了 XD, 114.24.131.189 12/18 19:01,19:01,12/18 , 114.24.131.189 ,neg,pos,0.8710168990457527,Taiwan,Taipei,   明天 新聞 不用 煩惱 素材   XD,,12/18
推,OOQ, 好久沒看電視笑話冠軍了,36.233.8.241 12/18 19:01,19:01,12/18 ,36.233.8.241 ,pos,pos,0.04653295659830081,Taiwan,Taichung,   好久沒 電視笑話冠軍,,12/18
推,ayumina11, 吃飯等, 223.139.3.180 12/18 19:01,19:01,12/18 , 223.139.3.180 ,neg,neg,0.2796059649320132,Taiwan,Changhua,   吃飯,,12/18
→,james732, 為什麼三長聲只有嗶兩聲,223.137.1.7 12/18 19:01,19:01,12/18 ,223.137.1.7 ,neg,neg,0.01622737529581253,Taiwan,Taipei,   三長 聲 嗶 兩聲,,12/18
推,a2364983, https,61.216.122.63 12/18 19:01,19:01,12/18 ,61.216.122.63 ,neg,neg,0.5,Taiwan,Taichung,   https,,12/18
推,Julian9x9x9, 電視笑話冠軍, 39.11.68.37 12/18 19:01,19:01,12/18 , 39.11.68.37 ,pos,pos,0.07588960619421703,Taiwan,Taoyuan District,   電視笑話冠軍,,12/18
→,ghchen1978, 唸經大會??,219.91.23.233 12/18 19:01,19:01,12/18 ,219.91.23.233 ,neg,neg,0.035064255337424854,Taiwan,Taipei,   唸經 大會,,12/18
推,alec1215,, 122.116.108.113 12/18 19:02,19:02,12/18 , 122.116.108.113 ,neg,neg,,Taiwan,Daxi District,,,12/18
推,F12, 每縣市大機場,42.74.224.23 12/18 19:02,19:02,12/18 ,42.74.224.23 ,neg,neg,0.08591464189648013,Taiwan,Kaohsiung City,   縣市 機場,,12/18
→,a2364983, TWITCH官方網址可以補進內文~, 61.216.122.63 12/18 19:02,19:02,12/18 , 61.216.122.63 ,neg,neg,0.06905175756234727,Taiwan,Taichung,   TWITCH 官方 網址 補進 內文,,12/18
推,nzxc, 阿扁凍蒜, 42.74.50.231 12/18 19:02,19:02,12/18 , 42.74.50.231 ,neg,neg,0.2308283396275872,Taiwan,Taoyuan District,   阿扁 凍 蒜,,12/18
→,ash9911911, 發財發財 發大財,112.105.151.69 12/18 19:02,19:02,12/18 ,112.105.151.69 ,neg,neg,0.9869542566114563,Taiwan,Taipei,   發財 發財   發大財,,12/18
→,minoru04, 未看先猜聊天4大量老韓粉,36.236.118.193 12/18 19:02,19:02,12/18 ,36.236.118.193 ,neg,neg,0.2854534567396184,Taiwan,Tainan City,   未 先猜 聊天 韓粉,,12/18
推,Paradisean, 加油, 101.9.195.76 12/18 19:02,19:02,12/18 , 101.9.195.76 ,pos,pos,0.9047619047619047,Taiwan,Keelung,   加油,,12/18
推,laisland, 電視笑話冠軍 回來啦, 111.82.13.101 12/18 19:02,19:02,12/18 , 111.82.13.101 ,pos,pos,0.07014632664958409,Taiwan,Taichung,   電視笑話冠軍   回來,,12/18
推,leon1757tw, 電視笑話冠軍來了, 220.136.41.3 12/18 19:02,19:02,12/18 , 220.136.41.3 ,pos,pos,0.11849683207678263,Taiwan,Zhubei City,   電視笑話冠軍,,12/18
推,Summer1308, 征服宇宙,36.226.180.99 12/18 19:02,19:02,12/18 ,36.226.180.99 ,neg,neg,0.9854062487073498,Taiwan,Zhubei City,   征服 宇宙,,12/18
推,wwf0322, 會不會有人提肛門, 27.242.138.62 12/18 19:02,19:02,12/18 , 27.242.138.62 ,neg,neg,0.024356521957152433,Taiwan,Hsinchu,   有人 提 肛門,,12/18
→,bonfferoni, 牆壁還黑黑的,180.176.0.145 12/18 19:02,19:02,12/18 ,180.176.0.145 ,neg,neg,0.08433861114309105,Taiwan,Taipei,   牆壁 黑黑的,,12/18
推,murray, 未看先猜韓國瑜發表政見都在罵蔡英文, 61.228.8.195 12/18 19:02,19:02,12/18 , 61.228.8.195 ,neg,neg,0.6340311296520894,Taiwan,Banqiao District,   未 先猜 韓國瑜 發表 政見 罵 蔡英文,,12/18
→,dioradio, 全台各縣市要蓋22座國際機場, 110.50.140.127 12/18 19:02,19:02,12/18 , 110.50.140.127 ,neg,neg,0.07237873292325492,Taiwan,Banqiao District,   全 台 各縣市 要蓋 座 國際機場,,12/18
→,minoru04, 圖奇根水管兩個世界, 36.236.118.193 12/18 19:02,19:02,12/18 , 36.236.118.193 ,neg,neg,0.33118005538822126,Taiwan,Tainan City,   圖奇根 水管 兩個 世界,,12/18
推,sorrywow, 準備笑死中,223.138.255.191 12/18 19:02,19:02,12/18 ,223.138.255.191 ,neg,pos,0.06556836469771943,Taiwan,Chiayi City,   笑死 中,,12/18
→,hawaii987, 讀稿機有稿嗎, 49.217.99.236 12/18 19:02,19:02,12/18 , 49.217.99.236 ,neg,neg,0.076573904870462,Taiwan,Taichung,   讀稿機 有稿,,12/18
→,kivan00, 什麼政見? 八成時間都拿來罵中央吧,114.46.196.185 12/18 19:02,19:02,12/18 ,114.46.196.185 ,neg,neg,0.030726550124953622,Taiwan,Taipei,   政見   時間 拿來 罵 中央,,12/18
推,c871111116, 我大韓總第一 777777777777777777, 175.182.176.168 12/18 19:02,19:02,12/18 , 175.182.176.168 ,neg,neg,0.2677050790906147,Taiwan,Taipei,   我大韓 總 第一   777777777777777777,,12/18
推,walkmen, 主持人李進勇是以前那位民進黨雲林縣長,42.72.52.248 12/18 19:02,19:02,12/18 ,42.72.52.248 ,neg,neg,0.6858944922226159,Taiwan,Zhongli District,   主持人 李進勇 那位 民進黨 雲林 縣長,,12/18
→,OOQ, 國瑜得第一！,36.233.8.241 12/18 19:02,19:02,12/18 ,36.233.8.241 ,neg,neg,0.5242466112163107,Taiwan,Taichung,   國瑜 第一,,12/18
推,s87995109, 等看精華 誰要看無聊小英啊, 49.215.140.195 12/18 19:02,19:02,12/18 , 49.215.140.195 ,neg,neg,0.11224187451022893,Taiwan,Kaohsiung City,   精華   無聊 小英,,12/18
推,minirr, 5, 117.19.176.164 12/18 19:02,19:02,12/18 , 117.19.176.164 ,neg,neg,0.4591836734693877,Taiwan,Taipei,  ,,12/18
推,outnow5566, 今天會唱歌嗎？好期待喔,123.193.176.167 12/18 19:02,19:02,12/18 ,123.193.176.167 ,pos,pos,0.488018161456393,Taiwan,Taipei,   唱歌 好 期待 喔,,12/18
→,minirr, 消化的差不多了, 117.19.176.164 12/18 19:03,19:03,12/18 , 117.19.176.164 ,neg,neg,0.8571448707160708,Taiwan,Taipei,   消化,韓國瑜,12/18
推,mopigou," 沒意義的發表會,又不會實施", 36.231.234.185 12/18 19:03,19:03,12/18 , 36.231.234.185 ,neg,neg,0.04214502123574737,Taiwan,Taipei,   意義 發表會 實施,韓國瑜,12/18
推,Bluedicker, 草包打頭陣, 27.242.6.196 12/18 19:03,19:03,12/18 , 27.242.6.196 ,neg,neg,0.6810950939898703,Taiwan,Yilan,   草包 打頭陣,韓國瑜,12/18
推,wiwi9317, 第一位韓總啦, 49.216.100.242 12/18 19:03,19:03,12/18 , 49.216.100.242 ,neg,neg,0.2736552653867852,Taiwan,Pingtung City,   第一位 韓總,韓國瑜,12/18
→,F12, 笑話開始了,42.74.224.23 12/18 19:03,19:03,12/18 ,42.74.224.23 ,pos,neg,0.27444317191988643,Taiwan,Kaohsiung City,   笑話,韓國瑜,12/18
噓,highyes, 來看含導會鬧什麼笑話！！, 27.147.26.7 12/18 19:03,19:03,12/18 , 27.147.26.7 ,pos,neg,0.1702433611156804,Taiwan,Taipei,   含導會 鬧 笑話,韓國瑜,12/18
→,james732, 神掌的衣服還挺好看的,223.137.1.7 12/18 19:03,19:03,12/18 ,223.137.1.7 ,neg,neg,0.6644863786778359,Taiwan,Taipei,   神掌 衣服 還挺 好看,韓國瑜,12/18
推,Dannyx, 歐嘔歐歐,180.177.3.152 12/18 19:03,19:03,12/18 ,180.177.3.152 ,neg,neg,0.421874597530976,Taiwan,Zhudong Township,   歐嘔 歐歐,韓國瑜,12/18
推,O2ers, 嘻嘻, 180.217.179.231 12/18 19:03,19:03,12/18 , 180.217.179.231 ,neg,neg,0.9444444444444444,Taiwan,Taoyuan District,   嘻嘻,韓國瑜,12/18
噓,TouchAgain, 點都不想點 通通只會說空話,218.161.25.218 12/18 19:03,19:03,12/18 ,218.161.25.218 ,neg,neg,0.004027339671397123,Taiwan,Taipei,   點都 不想 點   通通 只會 說空話,韓國瑜,12/18
推,no4, 電視笑話冠軍,1.160.143.71 12/18 19:03,19:03,12/18 ,1.160.143.71 ,pos,pos,0.07588960619421703,Taiwan,Taipei,   電視笑話冠軍,韓國瑜,12/18
→,toshizo, 會提到幾次發大財呢？,218.161.12.201 12/18 19:03,19:03,12/18 ,218.161.12.201 ,neg,neg,0.4477979770125855,Taiwan,Taipei,   提到 幾次 發大財,韓國瑜,12/18
推,eric525498, 來看韓總機囉！, 223.141.137.67 12/18 19:03,19:03,12/18 , 223.141.137.67 ,neg,neg,0.14317735453385483,Taiwan,Tainan City,   韓總機 囉,韓國瑜,12/18
推,phoinixa, 是陪伴大家長大的宋杯杯,123.204.199.5 12/18 19:03,19:03,12/18 ,123.204.199.5 ,pos,pos,0.9948167411597685,Taiwan,Taipei,   陪伴 長大 宋杯杯,韓國瑜,12/18
推,kobest, 笑死，綠共派李進勇當主持人XDDD, 111.248.194.76 12/18 19:03,19:03,12/18 , 111.248.194.76 ,neg,neg,0.8648723747503024,Taiwan,Taipei,   笑死 綠共派 李進 勇當 主持人 XDDD,韓國瑜,12/18
推,kutsu, 等著看憨導笑話冠軍,42.75.231.32 12/18 19:03,19:03,12/18 ,42.75.231.32 ,pos,pos,0.0865995924259384,Taiwan,Taipei,   憨導 笑話 冠軍,韓國瑜,12/18
→,bonfferoni, 工沙小 幹你娘, 180.176.0.145 12/18 19:03,19:03,12/18 , 180.176.0.145 ,neg,neg,0.4952809053470676,Taiwan,Taipei,   工沙 小   幹你娘,韓國瑜,12/18
→,minirr, 發啦, 117.19.176.164 12/18 19:03,19:03,12/18 , 117.19.176.164 ,neg,neg,0.8333333333333333,Taiwan,Taipei,   發啦,韓國瑜,12/18
推,xyzabr14, 牛肉端起來, 36.236.130.165 12/18 19:03,19:03,12/18 , 36.236.130.165 ,neg,neg,0.06480580427889149,Taiwan,Pingtung City,   牛肉 端,韓國瑜,12/18
推,argentine, 一開口就沒有政見XDD,182.234.102.101 12/18 19:03,19:03,12/18 ,182.234.102.101 ,neg,neg,0.031452339804158735,Taiwan,Changhua City,   開口 沒有政見 XDD,韓國瑜,12/18
推,nolimits, 可以講屁眼嗎, 114.26.235.101 12/18 19:03,19:03,12/18 , 114.26.235.101 ,neg,neg,0.4327522081619768,Taiwan,Taichung,   講 屁眼,韓國瑜,12/18
→,james732, 幹你好意思提高雄市,223.137.1.7 12/18 19:03,19:03,12/18 ,223.137.1.7 ,neg,neg,0.3639378872015485,Taiwan,Taipei,   幹 好意思 提 高雄市,韓國瑜,12/18
推,tontonplus, 吹牛大撒幣發表會???,112.105.74.227 12/18 19:03,19:03,12/18 ,112.105.74.227 ,neg,pos,0.011543435127064794,Taiwan,Kaohsiung City,   吹牛 大撒幣 發表會,韓國瑜,12/18
→,yevan39321, 幹話開始囉,42.76.101.172 12/18 19:03,19:03,12/18 ,42.76.101.172 ,neg,neg,0.12735830716977603,Taiwan,Taipei,   幹話 囉,韓國瑜,12/18
噓,alienchou, 還敢提高雄市長, 101.12.49.211 12/18 19:03,19:03,12/18 , 101.12.49.211 ,neg,neg,0.15565164566335932,Taiwan,Kaohsiung City,   還敢 提 高雄市長,韓國瑜,12/18
推,chou3321, 配飯吃剛好,111.185.3.196 12/18 19:03,19:03,12/18 ,111.185.3.196 ,neg,neg,0.35055776643977166,Taiwan,Taipei,   配飯 吃,韓國瑜,12/18
推,vul3vmp4, 韓草包那是什麼鳥臉啊,1.165.104.234 12/18 19:03,19:03,12/18 ,1.165.104.234 ,neg,neg,0.8321831117801679,Taiwan,Douliu City,   韓草包 鳥臉,韓國瑜,12/18
推,husky5566, 我好興奮呀！,49.214.208.101 12/18 19:03,19:03,12/18 ,49.214.208.101 ,pos,pos,0.6070326781070209,Taiwan,Yilan,   好 興奮,韓國瑜,12/18
推,enjory, 今天的規矩，就是不准講粗話，不准講人家,42.77.241.101 12/18 19:03,19:03,12/18 ,42.77.241.101 ,neg,pos,0.03685989783717325,Taiwan,Tainan City,   規矩 不准 講 粗話 不准 講,韓國瑜,12/18
推,frtwwilo, 在公三小= =, 101.15.205.93 12/18 19:03,19:03,12/18 , 101.15.205.93 ,neg,neg,0.581405856672511,Taiwan,Taipei,   公三小  ,韓國瑜,12/18
推,s202655, 笑死,114.47.66.70 12/18 19:03,19:03,12/18 ,114.47.66.70 ,neg,neg,0.4913691286285672,Taiwan,Chiayi City,   笑死,韓國瑜,12/18
→,dioradio, 猜看看韓導這次會不會提屁眼、肛交, 110.50.140.127 12/18 19:03,19:03,12/18 , 110.50.140.127 ,neg,neg,0.02043004408191096,Taiwan,Banqiao District,   猜 韓導 這次 提 屁眼 肛交,韓國瑜,12/18
噓,chinick1478, 嘔嘔嘔嘔嘔, 42.73.158.212 12/18 19:03,19:03,12/18 , 42.73.158.212 ,neg,neg,0.39649036561138595,Taiwan,Zhongli District,   嘔嘔,韓國瑜,12/18
→,rie779, 想聽唱歌, 1.163.83.2 12/18 19:03,19:03,12/18 , 1.163.83.2 ,neg,neg,0.5753211373235245,Taiwan,Taipei,   想 聽 唱歌,韓國瑜,12/18
推,derekhsu, 幹，哪有280萬人選你,112.105.254.69 12/18 19:03,19:03,12/18 ,112.105.254.69 ,neg,neg,0.09231696873192341,Taiwan,Kaohsiung City,   幹 哪有 280 萬 人選,韓國瑜,12/18
→,enjory, 老爹老母，不准講性器官。,42.77.241.101 12/18 19:03,19:03,12/18 ,42.77.241.101 ,neg,neg,0.6241010987237122,Taiwan,Tainan City,   老爹 老母 不准 講 性器官,韓國瑜,12/18
推,Tmmontal, 完全瑜樂~~~~~~~~~, 42.76.1.141 12/18 19:03,19:03,12/18 , 42.76.1.141 ,neg,neg,0.41825119631416197,Taiwan,Chiayi City,   瑜樂,韓國瑜,12/18
噓,Wb2029T, 一堆被綠蟑螂洗腦 顆顆,39.8.35.8 12/18 19:04,19:04,12/18 ,39.8.35.8 ,neg,neg,0.004857792604344269,Taiwan,Taipei,   一堆 綠 蟑螂 洗腦   顆顆,韓國瑜,12/18
推,ionchips, 很不想聽草包的聲音,223.137.38.50 12/18 19:04,19:04,12/18 ,223.137.38.50 ,neg,neg,0.22771848490080426,Taiwan,Taipei,   不想 聽 草包 聲音,韓國瑜,12/18
噓,lu2509, 先噓一個, 180.177.96.155 12/18 19:04,19:04,12/18 , 180.177.96.155 ,neg,neg,0.13488866678149447,Taiwan,Dayuan District,   先噓,韓國瑜,12/18
→,gracekan, 空話王,223.140.216.116 12/18 19:04,19:04,12/18 ,223.140.216.116 ,neg,neg,0.3845502501338084,Taiwan,Yilan,   空話 王,韓國瑜,12/18
推,xxdern, 神奇的旅程 幹, 42.76.217.129 12/18 19:04,19:04,12/18 , 42.76.217.129 ,neg,pos,0.9792353049003616,Taiwan,Yuanlin,   神奇 旅程   幹,韓國瑜,12/18
推,Bluedicker, 不要浪費時間了 快講政見,27.242.6.196 12/18 19:04,19:04,12/18 ,27.242.6.196 ,neg,neg,0.01611102227249528,Taiwan,Yilan,   浪費時間   快講 政見,韓國瑜,12/18
推,Ghamu, 發財！！！！！！！！！！！！！！！！！！,61.216.148.168 12/18 19:04,19:04,12/18 ,61.216.148.168 ,neg,neg,0.8020859269935734,Taiwan,Taipei,   發財,韓國瑜,12/18
推,JudgmentLin, 還敢提高雄, 27.52.133.182 12/18 19:04,19:04,12/18 , 27.52.133.182 ,neg,neg,0.33010732979746404,Taiwan,Taoyuan District,   還敢 提高 雄,韓國瑜,12/18
噓,Paradisean, 又在說空話, 101.9.195.76 12/18 19:04,19:04,12/18 , 101.9.195.76 ,neg,neg,0.06755023130645899,Taiwan,Keelung,   說空話,韓國瑜,12/18
噓,Franc1224, 可以馬賽克一下嗎, 114.136.224.9 12/18 19:04,19:04,12/18 , 114.136.224.9 ,neg,neg,0.48122167953377215,Taiwan,Banqiao District,   馬賽克,韓國瑜,12/18
推,kndleo, 廢物閉嘴, 1.160.162.11 12/18 19:04,19:04,12/18 , 1.160.162.11 ,neg,neg,0.49306705076604906,Taiwan,Taipei,   廢物 閉嘴,韓國瑜,12/18
推,ymca0135, 目前講了一分鐘的屁話,111.255.30.17 12/18 19:04,19:04,12/18 ,111.255.30.17 ,neg,pos,0.5517843503770882,Taiwan,Tainan City,   講了 一分鐘 屁話,韓國瑜,12/18
推,ayumina11, 屁 我沒選你,223.139.3.180 12/18 19:04,19:04,12/18 ,223.139.3.180 ,neg,neg,0.08346063973362738,Taiwan,Changhua,   屁   沒選,韓國瑜,12/18
推,jganet, 草包。文不對題機率最高,223.138.80.62 12/18 19:04,19:04,12/18 ,223.138.80.62 ,neg,neg,0.22824625583173164,Taiwan,Tainan City,   草包 文不對題 機率,韓國瑜,12/18
推,qpqp1, 廢話先說5分鐘先, 110.50.191.205 12/18 19:04,19:04,12/18 , 110.50.191.205 ,neg,neg,0.16108012858673704,Taiwan,Taichung,   廢話 先說 分鐘 先,韓國瑜,12/18
噓,kvc567, 屁話一堆, 36.238.18.15 12/18 19:04,19:04,12/18 , 36.238.18.15 ,neg,neg,0.05477123868835243,Taiwan,Pingtung City,   屁話 一堆,韓國瑜,12/18
噓,nity, 噁,122.118.44.64 12/18 19:04,19:04,12/18 ,122.118.44.64 ,neg,neg,0.5,Taiwan,Taipei,   噁,韓國瑜,12/18
→,nolimits, 不對阿，臉怎麼沒有打馬賽克, 114.26.235.101 12/18 19:04,19:04,12/18 , 114.26.235.101 ,neg,neg,0.20843026262481168,Taiwan,Taichung,   臉 馬賽克,韓國瑜,12/18
推,jsai, 屁話時間, 1.174.66.140 12/18 19:04,19:04,12/18 , 1.174.66.140 ,neg,neg,0.010904106367996769,Taiwan,Kaohsiung City,   屁話 時間,韓國瑜,12/18
推,JhihYan, 幹你娘耖雞掰一開始就嘲諷高雄人, 27.247.36.250 12/18 19:04,19:04,12/18 , 27.247.36.250 ,neg,neg,0.9352229653842113,Taiwan,Taipei,   幹你娘 耖 雞 掰 嘲諷 高雄人,韓國瑜,12/18
→,Dannyx, 一分鐘過去了,180.177.3.152 12/18 19:04,19:04,12/18 ,180.177.3.152 ,neg,neg,0.7833741110110565,Taiwan,Zhudong Township,   一分鐘,韓國瑜,12/18
推,wow999, 韓導,124.12.209.67 12/18 19:04,19:04,12/18 ,124.12.209.67 ,neg,neg,0.4737672181921908,Taiwan,Hualien City,   韓導,韓國瑜,12/18
推,ken3kg21, 他在講什麼....,223.137.104.189 12/18 19:04,19:04,12/18 ,223.137.104.189 ,neg,neg,0.7231524627623103,Taiwan,Taipei,   他在講,韓國瑜,12/18
推,kcclasaki, 配飯囉, 114.40.52.194 12/18 19:04,19:04,12/18 , 114.40.52.194 ,neg,neg,0.2448360892059226,Taiwan,Taipei,   配飯 囉,韓國瑜,12/18
噓,kosuke, 幹 廢話真多 根本在拖時間,111.250.154.173 12/18 19:04,19:04,12/18 ,111.250.154.173 ,neg,neg,0.004933898272042381,Taiwan,Keelung,   幹   廢話 真   拖時間,韓國瑜,12/18
→,cream4260, 還敢提高雄阿,223.138.109.46 12/18 19:04,19:04,12/18 ,223.138.109.46 ,neg,neg,0.33010732979746404,Taiwan,Tainan City,   還敢 提高 雄,韓國瑜,12/18
→,bonfferoni, 工沙小啦 有屁快放, 180.176.0.145 12/18 19:04,19:04,12/18 , 180.176.0.145 ,neg,neg,0.4469422700792418,Taiwan,Taipei,   工沙 小   屁快 放,韓國瑜,12/18
推,ryanchen1234, ??????, 111.71.54.21 12/18 19:04,19:04,12/18 , 111.71.54.21 ,neg,neg,0.5,Taiwan,Taipei,  ,韓國瑜,12/18
→,kutsu, 垃圾還提高雄,42.75.231.32 12/18 19:04,19:04,12/18 ,42.75.231.32 ,neg,neg,0.5275511090437117,Taiwan,Taipei,   垃圾 提高 雄,韓國瑜,12/18
→,argentine, 工三小...他知道他在哪個國家嗎,182.234.102.101 12/18 19:04,19:04,12/18 ,182.234.102.101 ,neg,neg,0.027187607373284184,Taiwan,Changhua City,   工三小 國家,韓國瑜,12/18
噓,p830159, 一開口就是幹話, 61.56.182.102 12/18 19:04,19:04,12/18 , 61.56.182.102 ,neg,neg,0.0624136285389163,Taiwan,Yilan,   開口 幹話,韓國瑜,12/18
→,ash9911911, 這不是政見發表會嗎,112.105.151.69 12/18 19:04,19:04,12/18 ,112.105.151.69 ,neg,neg,0.025514500929629813,Taiwan,Taipei,   政見發表會,韓國瑜,12/18
→,F12, 開始批蔡了,42.74.224.23 12/18 19:04,19:04,12/18 ,42.74.224.23 ,neg,neg,0.7466697571806914,Taiwan,Kaohsiung City,   批 蔡,韓國瑜,12/18
推,suikokuo, 嘔嘔嘔嘔,218.164.57.12 12/18 19:04,19:04,12/18 ,218.164.57.12 ,neg,neg,0.421874597530976,Taiwan,Pingtung City,   嘔嘔,韓國瑜,12/18
噓,cumsubin, 政見咧？？？？？,61.231.251.33 12/18 19:04,19:04,12/18 ,61.231.251.33 ,neg,neg,0.13949471482418563,Taiwan,Taipei,   政見 咧,韓國瑜,12/18
→,ymca0135, 明明就是政見發表，誰跟你辯論,111.255.30.17 12/18 19:04,19:04,12/18 ,111.255.30.17 ,neg,neg,0.07920174965561866,Taiwan,Tainan City,   明明 政見發表 辯論,韓國瑜,12/18
推,zxnstu3104, 推啊,140.112.230.119 12/18 19:04,19:04,12/18 ,140.112.230.119 ,neg,neg,0.36842105263157865,Taiwan,Taipei,   推,韓國瑜,12/18
推,yingying23, 廢話也太多了==, 39.9.73.89 12/18 19:04,19:04,12/18 , 39.9.73.89 ,neg,neg,0.07105511251124086,Taiwan,Chiayi City,   廢話 太,韓國瑜,12/18
→,nolimits, 一直看稿, 114.26.235.101 12/18 19:04,19:04,12/18 , 114.26.235.101 ,neg,neg,0.5,Taiwan,Taichung,   看稿,韓國瑜,12/18
→,alienchou, 果然開始在嘴別人, 101.12.49.211 12/18 19:04,19:04,12/18 , 101.12.49.211 ,neg,neg,0.53745874989216,Taiwan,Kaohsiung City,   嘴,韓國瑜,12/18
推,liko8456, 到底在說什麼, 101.12.20.78 12/18 19:04,19:04,12/18 , 101.12.20.78 ,neg,neg,0.6025941089430122,Taiwan,Taoyuan District,   說,韓國瑜,12/18
推,godtim, 在工三小, 114.38.246.250 12/18 19:04,19:04,12/18 , 114.38.246.250 ,neg,neg,0.409990445057571,Taiwan,Magong,   工三小,韓國瑜,12/18
推,EDFR, 韓總統好,110.50.156.21 12/18 19:04,19:04,12/18 ,110.50.156.21 ,neg,neg,0.35744701694993064,Taiwan,Taipei,   韓 總統 好,韓國瑜,12/18
→,rayes, 陰粉水準真高,49.217.65.79 12/18 19:04,19:04,12/18 ,49.217.65.79 ,neg,neg,0.14101153200442063,Taiwan,Yuanlin,   陰粉 水準 真高,韓國瑜,12/18
噓,spirit427, 他在講三小？？,223.141.20.135 12/18 19:04,19:04,12/18 ,223.141.20.135 ,neg,neg,0.28521892922243264,Taiwan,Tainan City,   講三小,韓國瑜,12/18
→,akillerk, 是政見發表，不是辯論,220.135.22.68 12/18 19:04,19:04,12/18 ,220.135.22.68 ,neg,neg,0.1717715617252068,Taiwan,Taipei,   政見發表 辯論,韓國瑜,12/18
