tag,userid,text,others,time,date,ip,sentiment_lr,sentiment_nb,sentiment_snow,country,city,jieba_text,candidate,round
推,zxcdewqa, 唉...., 124.11.188.171 12/18 19:07,19:07,12/18 , 124.11.188.171 ,neg,neg,0.27272727272727293,Taiwan,Banqiao District,  ,韓國瑜,12/18
噓,wingcake, 智能障礙, 114.137.67.179 12/18 19:07,19:07,12/18 , 114.137.67.179 ,neg,neg,0.5077761043740994,Taiwan,Zhongli District,   智能 障礙,韓國瑜,12/18
推,rainnawind, 中華民國萬歲！, 111.240.224.85 12/18 19:07,19:07,12/18 , 111.240.224.85 ,neg,neg,0.9175644930082383,Taiwan,Taipei,   中華民國 萬歲,韓國瑜,12/18
→,Monchestnut, 政見啦操,118.165.125.12 12/18 19:07,19:07,12/18 ,118.165.125.12 ,neg,neg,0.31655029736147855,Taiwan,Banqiao District,   政見 操,韓國瑜,12/18
噓,Admire710, 喊萬歲, 114.38.89.132 12/18 19:07,19:07,12/18 , 114.38.89.132 ,neg,neg,0.49939605868770753,Taiwan,Taichung,   喊 萬歲,韓國瑜,12/18
推,a1qazbgt5, 真他媽小丑,140.120.99.151 12/18 19:07,19:07,12/18 ,140.120.99.151 ,neg,neg,0.5042906456488253,Taiwan,Taipei,   真他媽 小丑,韓國瑜,12/18
→,phoinixa, 發瘋了XDDDDDDDDD,123.204.199.5 12/18 19:07,19:07,12/18 ,123.204.199.5 ,neg,neg,0.5746308593108054,Taiwan,Taipei,   發瘋 XDDDDDDDDD,韓國瑜,12/18
→,bagasan, ??????????????????????????大聲甚麼,49.216.19.57 12/18 19:07,19:07,12/18 ,49.216.19.57 ,neg,neg,0.07653540364826794,Taiwan,Kaohsiung City,   大聲,韓國瑜,12/18
噓,e73103999, 這傢伙真的哈囉.................., 114.27.87.181 12/18 19:07,19:07,12/18 , 114.27.87.181 ,neg,neg,0.41811943178938715,Taiwan,Kaohsiung City,   傢伙 真的 哈囉,韓國瑜,12/18
→,a1237759, 蔡英文也花八分鐘幹韓,220.137.89.10 12/18 19:07,19:07,12/18 ,220.137.89.10 ,neg,neg,0.9164097145243066,Taiwan,Zhubei City,   蔡英文 花 八分鐘 幹韓,韓國瑜,12/18
噓,a78720505, 剛剛好像看到低能再亂喊, 59.115.99.244 12/18 19:07,19:07,12/18 , 59.115.99.244 ,neg,neg,0.03278349173942641,Taiwan,Taipei,   剛剛 低能 再 亂喊,韓國瑜,12/18
→,sumerrain, 幕僚的稿都懶得背了 怎麼會認真背政見, 223.139.48.193 12/18 19:07,19:07,12/18 , 223.139.48.193 ,neg,neg,0.06200386923471246,Taiwan,Pingtung City,   幕僚 稿 懶得 背   背 政見,韓國瑜,12/18
噓,hankami, 韓導你沒政見你要先講！,180.204.36.189 12/18 19:07,19:07,12/18 ,180.204.36.189 ,neg,neg,0.1560850865571083,Taiwan,Nantou City,   韓導 沒政見 先講,韓國瑜,12/18
→,alau, 智障逆,60.251.133.62 12/18 19:07,19:07,12/18 ,60.251.133.62 ,neg,neg,0.606821014169666,Taiwan,Tainan City,   智障 逆,韓國瑜,12/18
推,mengfen, 我要轉台了！只要看集錦就好,114.27.31.66 12/18 19:07,19:07,12/18 ,114.27.31.66 ,neg,neg,0.7208307042181168,Taiwan,Taipei,   我要 轉台 集錦 好,韓國瑜,12/18
→,applepowpow, 我要笑死了, 223.136.192.220 12/18 19:07,19:07,12/18 , 223.136.192.220 ,neg,neg,0.4913691286285672,Taiwan,Banqiao District,   我要 笑死,韓國瑜,12/18
推,dlam002, 中華民國萬歲,27.246.193.6 12/18 19:07,19:07,12/18 ,27.246.193.6 ,neg,neg,0.9175644930082383,Taiwan,Hsinchu,   中華民國 萬歲,韓國瑜,12/18
→,argentine, KMT講清廉, 182.234.102.101 12/18 19:07,19:07,12/18 , 182.234.102.101 ,neg,neg,0.7085923308003611,Taiwan,Changhua City,   KMT 講清 廉,韓國瑜,12/18
→,laisland, 剪精華 剪精華, 111.82.13.101 12/18 19:07,19:07,12/18 , 111.82.13.101 ,neg,neg,0.5741544586349727,Taiwan,Taichung,   剪 精華   剪 精華,韓國瑜,12/18
噓,alienchou, 我以為看到劉煥榮？, 101.12.49.211 12/18 19:07,19:07,12/18 , 101.12.49.211 ,neg,neg,0.030248890433194564,Taiwan,Kaohsiung City,   劉煥榮,韓國瑜,12/18
→,kutsu, 肖耶,42.75.231.32 12/18 19:07,19:07,12/18 ,42.75.231.32 ,neg,neg,0.5,Taiwan,Taipei,   肖耶,韓國瑜,12/18
→,nity, 有病,122.118.44.64 12/18 19:07,19:07,12/18 ,122.118.44.64 ,neg,neg,0.44285714285714295,Taiwan,Taipei,   有病,韓國瑜,12/18
噓,molinawang, 政見在哪啦,36.226.136.11 12/18 19:07,19:07,12/18 ,36.226.136.11 ,neg,neg,0.1837233963534416,Taiwan,Taipei,   政見在哪,韓國瑜,12/18
→,kumori, 中華民國萬稅 中華民國萬稅 中華民國萬稅, 123.194.15.245 12/18 19:07,19:07,12/18 , 123.194.15.245 ,neg,neg,0.9991061378388211,Taiwan,Taipei,   中華民國 萬稅   中華民國 萬稅   中華民國 萬稅,韓國瑜,12/18
→,bonfferoni, 同你媽的 誰跟你同胞 垃圾一個,180.176.0.145 12/18 19:07,19:07,12/18 ,180.176.0.145 ,neg,neg,0.05988281581107735,Taiwan,Taipei,   你媽   同胞   垃圾,韓國瑜,12/18
噓,ikhnaton20, 笑死我了,110.28.70.191 12/18 19:07,19:07,12/18 ,110.28.70.191 ,neg,neg,0.4913691286285672,Taiwan,Taichung,   笑死,韓國瑜,12/18
→,truth76901, 是在大聲什麼啦,110.28.137.10 12/18 19:07,19:07,12/18 ,110.28.137.10 ,neg,neg,0.3974956669383427,Taiwan,Banqiao District,   大聲,韓國瑜,12/18
推,aaaaluenaaa, 中華民國萬歲！！, 114.44.140.62 12/18 19:07,19:07,12/18 , 114.44.140.62 ,neg,neg,0.8165473481361945,Taiwan,Banqiao District,   中華民國 萬歲,韓國瑜,12/18
→,goonholyup, 拿到趙少康的稿子了,114.32.64.160 12/18 19:07,19:07,12/18 ,114.32.64.160 ,pos,pos,0.3866609766135085,Taiwan,Taipei,   拿到 趙少康 稿子,韓國瑜,12/18
推,AuSHsu, 中華民國萬歲 XDDDDDDDDDDD, 36.237.118.52 12/18 19:07,19:07,12/18 , 36.237.118.52 ,neg,neg,0.9092638151921196,Taiwan,Taipei,   中華民國 萬歲   XDDDDDDDDDDD,韓國瑜,12/18
→,ygun, 既高雄發大財後來個中華民國萬歲, 111.71.218.4 12/18 19:07,19:07,12/18 , 111.71.218.4 ,neg,neg,0.9254042502707494,Taiwan,Taipei,   高雄 發大財 中華民國 萬歲,韓國瑜,12/18
→,brian1015, 大喊三聲, 123.193.180.191 12/18 19:07,19:07,12/18 , 123.193.180.191 ,neg,neg,0.16648418053620795,Taiwan,Taipei,   大喊 三聲,韓國瑜,12/18
噓,litgun, 真的該去看醫生,42.72.185.155 12/18 19:07,19:07,12/18 ,42.72.185.155 ,neg,neg,0.448855434443424,Taiwan,Zhongli District,   真的 醫生,韓國瑜,12/18
→,JudgmentLin, 笑死 哈哈哈哈哈幹,27.52.133.182 12/18 19:07,19:07,12/18 ,27.52.133.182 ,pos,pos,0.8378731417924501,Taiwan,Taoyuan District,   笑死   哈哈哈 幹,韓國瑜,12/18
推,O2ers, 幹我快笑死了, 180.217.179.231 12/18 19:07,19:07,12/18 , 180.217.179.231 ,neg,neg,0.2512644450341903,Taiwan,Taoyuan District,   幹 笑死,韓國瑜,12/18
→,eee60109, 笑爛 根本小丑, 59.126.14.196 12/18 19:07,19:07,12/18 , 59.126.14.196 ,neg,neg,0.3210279805832801,Taiwan,Zhunan Township,   笑爛   小丑,韓國瑜,12/18
推,gn02160940, 嚇到我 叫這麼大聲 xdddd,180.218.16.139 12/18 19:07,19:07,12/18 ,180.218.16.139 ,neg,neg,0.07711093449576656,Taiwan,Taipei,   嚇到   大聲   xdddd,韓國瑜,12/18
推,bigsun0709, 政見發表在批評別人 丟臉死了 是提不, 1.160.95.124 12/18 19:07,19:07,12/18 , 1.160.95.124 ,neg,neg,0.002002263157118822,Taiwan,Taoyuan District,   政見發表 批評   丟臉 死   提,韓國瑜,12/18
→,makilaifan, 開心果嗑太多, 27.242.139.115 12/18 19:07,19:07,12/18 , 27.242.139.115 ,neg,neg,0.298148925348961,Taiwan,Taichung,   開心果 嗑 太,韓國瑜,12/18
推,lyjerry, 哈哈哈,27.246.30.23 12/18 19:07,19:07,12/18 ,27.246.30.23 ,pos,pos,0.8684210526315791,Taiwan,Yuanlin,   哈哈哈,韓國瑜,12/18
噓,h4352635, 噁心, 101.12.100.229 12/18 19:07,19:07,12/18 , 101.12.100.229 ,neg,neg,0.5,Taiwan,Taibao,   噁心,韓國瑜,12/18
噓,lkmotoping, 腦子？？？？,115.82.147.68 12/18 19:07,19:07,12/18 ,115.82.147.68 ,neg,neg,0.14442616358931282,Taiwan,Tainan City,   腦子,韓國瑜,12/18
→,piggreat, 所以你的92共識！是習近平的版本嗎？, 61.222.241.251 12/18 19:07,19:07,12/18 , 61.222.241.251 ,neg,neg,0.4440354379106066,Taiwan,Kaohsiung City,   92 共識 習近平 版本,韓國瑜,12/18
→,cream4260, 笑死,223.138.109.46 12/18 19:07,19:07,12/18 ,223.138.109.46 ,neg,neg,0.4913691286285672,Taiwan,Tainan City,   笑死,韓國瑜,12/18
→,dioradio, 陰囊臉的政見就是罵蔡英文而已, 110.50.140.127 12/18 19:07,19:07,12/18 , 110.50.140.127 ,neg,neg,0.2889882026243189,Taiwan,Banqiao District,   陰囊 臉 政見 罵 蔡英文,韓國瑜,12/18
→,eric525498, 中華民國萬歲 XD,223.141.137.67 12/18 19:07,19:07,12/18 ,223.141.137.67 ,neg,neg,0.9804323693151669,Taiwan,Tainan City,   中華民國 萬歲   XD,韓國瑜,12/18
→,toshizo, 五分鐘了，還是沒政見,218.161.12.201 12/18 19:07,19:07,12/18 ,218.161.12.201 ,neg,neg,0.31307896941161506,Taiwan,Taipei,   五分鐘 沒政見,韓國瑜,12/18
推,george126, 到底在公啥小, 111.251.234.206 12/18 19:07,19:07,12/18 , 111.251.234.206 ,neg,neg,0.6214280154580882,Taiwan,Hsinchu,   公啥 小,韓國瑜,12/18
推,hydra3179, 政見發表???,36.234.234.40 12/18 19:07,19:07,12/18 ,36.234.234.40 ,neg,neg,0.1380548465247543,Taiwan,Zhunan Township,   政見發表,韓國瑜,12/18
推,shawnpipi, 笑了 小丑魚, 61.228.146.183 12/18 19:07,19:07,12/18 , 61.228.146.183 ,neg,neg,0.5001909862901802,Taiwan,Banqiao District,   笑   小丑魚,韓國瑜,12/18
推,DaDaDaLa, 說好的政見呢 廢物韓, 110.26.1.85 12/18 19:07,19:07,12/18 , 110.26.1.85 ,neg,neg,0.13869914819353868,Taiwan,Zhongli District,   說好 政見呢   廢物 韓,韓國瑜,12/18
→,fj90201, 這種人當總統真的世界末日, 42.74.145.179 12/18 19:07,19:07,12/18 , 42.74.145.179 ,neg,neg,0.6190472607385916,Taiwan,Kaohsiung City,   人當 總統 真的 世界末日,韓國瑜,12/18
推,fdcbkrko, 這就是韓的政見喔, 1.173.91.164 12/18 19:07,19:07,12/18 , 1.173.91.164 ,neg,neg,0.034682213701060616,Taiwan,Yujing,   韓的 政見 喔,韓國瑜,12/18
→,DarkKnight,,219.70.82.45 12/18 19:07,19:07,12/18 ,219.70.82.45 ,neg,neg,,Taiwan,Taipei,,韓國瑜,12/18
噓,dearpp, 政見呢,42.72.141.141 12/18 19:07,19:07,12/18 ,42.72.141.141 ,neg,neg,0.1837233963534416,Taiwan,Zhongli District,   政見呢,韓國瑜,12/18
噓,goldorange, 神經病zzz,42.77.193.76 12/18 19:07,19:07,12/18 ,42.77.193.76 ,neg,neg,0.5530005716807819,Taiwan,Chiayi City,   神經病 zzz,韓國瑜,12/18
推,yang0909, 哈哈哈哈哈哈 笑死我了,49.219.131.184 12/18 19:07,19:07,12/18 ,49.219.131.184 ,pos,pos,0.9715171633318331,Taiwan,Taipei,   哈哈哈 哈哈哈   笑死,韓國瑜,12/18
→,pooznn, 到底都是誰在支持這個草包, 36.227.117.13 12/18 19:07,19:07,12/18 , 36.227.117.13 ,neg,pos,0.34350223212638265,Taiwan,Taoyuan District,   支持 草包,韓國瑜,12/18
→,chinick1478, 不管他嗑了什麼都給我來一點, 42.73.158.212 12/18 19:07,19:07,12/18 , 42.73.158.212 ,neg,neg,0.6459249466499303,Taiwan,Zhongli District,   嗑 都給 一點,韓國瑜,12/18
噓,btohsa, 笑死 kmter 你們的總統候選人啦XDD, 220.134.100.36 12/18 19:07,19:07,12/18 , 220.134.100.36 ,neg,neg,0.11578469884083786,Taiwan,Chiayi City,   笑死   kmter   總統 候選人 XDD,韓國瑜,12/18
→,betear, 笑死, 115.165.209.83 12/18 19:08,19:08,12/18 , 115.165.209.83 ,neg,neg,0.4913691286285672,Taiwan,Taipei,   笑死,韓國瑜,12/18
推,aaron0104, 韓怎麼了...,101.12.55.201 12/18 19:08,19:08,12/18 ,101.12.55.201 ,neg,neg,0.21300257954614554,Taiwan,Taipei,   韓,韓國瑜,12/18
噓,silentence, 週三而已 又在發酒瘋了,180.204.73.189 12/18 19:08,19:08,12/18 ,180.204.73.189 ,neg,neg,0.1599334765424979,Taiwan,Taipei,   週三   發酒瘋,韓國瑜,12/18
→,yulun718, 用攻擊對手的手段掩飾自己準備的不足, 42.75.171.74 12/18 19:08,19:08,12/18 , 42.75.171.74 ,neg,neg,0.18523304098409843,Taiwan,Kaohsiung City,   攻擊 對手 手段 掩飾,韓國瑜,12/18
推,daisy841110, 柯p躺著也中槍,115.82.3.34 12/18 19:08,19:08,12/18 ,115.82.3.34 ,neg,neg,0.6697773632863543,Taiwan,Banqiao District,   柯 p 躺 中槍,韓國瑜,12/18
→,asdf70044, 不是講政見嗎？, 114.137.144.206 12/18 19:08,19:08,12/18 , 114.137.144.206 ,neg,neg,0.1073508668401928,Taiwan,Zhongli District,   講 政見,韓國瑜,12/18
→,chuang7718, 。。。。政見呢, 39.8.30.18 12/18 19:08,19:08,12/18 , 39.8.30.18 ,neg,neg,0.11059259596202209,Taiwan,Yuanlin,   政見呢,韓國瑜,12/18
→,qaz630210, 都快2020了還萬歲勒，有沒有這麼卑微?, 36.235.22.65 12/18 19:08,19:08,12/18 , 36.235.22.65 ,neg,neg,0.037600429746419195,Taiwan,Changhua,   2020 了還 萬歲 勒 有沒有 卑微,韓國瑜,12/18
→,godtim, 冷凍小丑, 114.38.246.250 12/18 19:08,19:08,12/18 , 114.38.246.250 ,neg,neg,0.3009818994215644,Taiwan,Magong,   冷凍 小丑,韓國瑜,12/18
→,bigsun0709, 不出政見嗎, 1.160.95.124 12/18 19:08,19:08,12/18 , 1.160.95.124 ,neg,neg,0.04804532856725874,Taiwan,Taoyuan District,   政見,韓國瑜,12/18
推,chichi30, 柯韓一家親！,123.192.176.219 12/18 19:08,19:08,12/18 ,123.192.176.219 ,neg,neg,0.7723864558431373,Taiwan,Taoyuan District,   柯韓 一家親,韓國瑜,12/18
推,kinve1014, 太好笑了,180.177.32.249 12/18 19:08,19:08,12/18 ,180.177.32.249 ,neg,neg,0.6538670362200841,Taiwan,Taipei,   太 好笑,韓國瑜,12/18
→,husky5566, 一直罵一直罵，誰可以算蔡英文提了幾,49.214.208.101 12/18 19:08,19:08,12/18 ,49.214.208.101 ,neg,neg,0.8972762759384048,Taiwan,Yilan,   罵 罵 算 蔡英文 提了,韓國瑜,12/18
→,etiennechiu, 他那紅嘴唇好噁心, 119.14.90.5 12/18 19:08,19:08,12/18 , 119.14.90.5 ,neg,neg,0.814825654216786,Taiwan,Neihu District,   那紅 嘴唇 好 噁心,韓國瑜,12/18
→,dearjohn, 有笑點~史上最低能的政見發表會XD, 118.232.156.121 12/18 19:08,19:08,12/18 , 118.232.156.121 ,neg,neg,0.5756088574702697,Taiwan,Taipei,   笑點 史上 最低 政見發表會 XD,韓國瑜,12/18
推,rong0204, 一直蔡英文欸,118.169.194.168 12/18 19:08,19:08,12/18 ,118.169.194.168 ,neg,neg,0.7409446085574253,Taiwan,Hualien City,   蔡英文 欸,韓國瑜,12/18
推,lili300, 安安 你的政見？,42.72.106.225 12/18 19:08,19:08,12/18 ,42.72.106.225 ,neg,neg,0.6903050414223921,Taiwan,Zhongli District,   安安   政見,韓國瑜,12/18
→,romusutoru, 所以那個政見呢？, 42.73.249.77 12/18 19:08,19:08,12/18 , 42.73.249.77 ,neg,neg,0.038948512431935534,Taiwan,Zhongli District,   政見呢,韓國瑜,12/18
噓,sammy5062, 除了攻擊，然後發神經....然後勒,49.217.88.42 12/18 19:08,19:08,12/18 ,49.217.88.42 ,neg,neg,0.032094332421456095,Taiwan,Taipei,   攻擊 發神經 勒,韓國瑜,12/18
推,lilavadee, 韓是在哈囉？,27.246.141.219 12/18 19:08,19:08,12/18 ,27.246.141.219 ,neg,neg,0.4737672181921908,Taiwan,Taoyuan District,   韓 是在哈囉,韓國瑜,12/18
→,gracekan, 星海羅盤...佈道大會, 223.140.216.116 12/18 19:08,19:08,12/18 , 223.140.216.116 ,neg,neg,0.053752582227224344,Taiwan,Yilan,   星海 羅盤 佈道大會,韓國瑜,12/18
推,gochin, 團隊在幹嘛？沒有半個人能幫忙提政見的？, 114.25.150.111 12/18 19:08,19:08,12/18 , 114.25.150.111 ,neg,neg,0.005866512051945771,Taiwan,Zhongli District,   團隊 幹嘛 半個 人能 幫忙 提 政見,韓國瑜,12/18
→,kosuke, 開場四分鐘就有激情演出 XD, 111.250.154.173 12/18 19:08,19:08,12/18 , 111.250.154.173 ,neg,neg,0.9954744661062233,Taiwan,Keelung,   開場 四分鐘 激情 演出   XD,韓國瑜,12/18
→,nikitashan, 超瞎的, 111.82.171.114 12/18 19:08,19:08,12/18 , 111.82.171.114 ,neg,neg,0.5335002670483789,Taiwan,Douliu,   超 瞎,韓國瑜,12/18
推,jympin, 準備看笑話, 42.72.89.252 12/18 19:08,19:08,12/18 , 42.72.89.252 ,neg,pos,0.007244420651567607,Taiwan,Zhongli District,   看笑話,韓國瑜,12/18
→,u10198, 正常發揮, 1.164.30.135 12/18 19:08,19:08,12/18 , 1.164.30.135 ,neg,neg,0.9180767381371838,Taiwan,Hualien City,   正常發揮,韓國瑜,12/18
→,husky5566, 次,49.214.208.101 12/18 19:08,19:08,12/18 ,49.214.208.101 ,neg,neg,0.4726368159203981,Taiwan,Yilan,   次,韓國瑜,12/18
噓,ILstran, 是在工三小, 223.136.54.94 12/18 19:08,19:08,12/18 , 223.136.54.94 ,neg,neg,0.409990445057571,Taiwan,Banqiao District,   工三小,韓國瑜,12/18
噓,agt705496, 到底..,180.217.211.52 12/18 19:08,19:08,12/18 ,180.217.211.52 ,neg,neg,0.42459418149612105,Taiwan,Taichung,  ,韓國瑜,12/18
推,Chang870829, 到底在說啥..., 163.25.119.115 12/18 19:08,19:08,12/18 , 163.25.119.115 ,neg,neg,0.2799826384076858,Taiwan,Guishan District,   說,韓國瑜,12/18
推,hee0710, 他到底嗑了什麼？公三小啊,101.14.146.213 12/18 19:08,19:08,12/18 ,101.14.146.213 ,neg,neg,0.7286785143167663,Taiwan,Banqiao District,   嗑 公三小,韓國瑜,12/18
噓,garyiopp15, 萬你老母低能兒, 118.150.84.221 12/18 19:08,19:08,12/18 , 118.150.84.221 ,neg,neg,0.14097141502010702,Taiwan,Taipei,   萬 老母 低能兒,韓國瑜,12/18
噓,yzeng36, 聽不懂 他的邏輯是什麼,223.140.223.8 12/18 19:08,19:08,12/18 ,223.140.223.8 ,neg,neg,0.5211532822308205,Taiwan,Taipei,   聽不懂   邏輯,韓國瑜,12/18
推,JANUARZ, 剛開始就不演了,223.136.135.92 12/18 19:08,19:08,12/18 ,223.136.135.92 ,neg,neg,0.390681727695643,Taiwan,Taipei,   不演,韓國瑜,12/18
→,ooouuooo, 爛到爆, 36.225.104.160 12/18 19:08,19:08,12/18 , 36.225.104.160 ,neg,neg,0.1837233963534416,Taiwan,Taipei,   爛到 爆,韓國瑜,12/18
→,cyc1123, 柯躺著也中槍,111.82.9.250 12/18 19:08,19:08,12/18 ,111.82.9.250 ,neg,neg,0.692579357303557,Taiwan,Taichung,   柯 躺 中槍,韓國瑜,12/18
→,BURNFISH, 看到他就想轉台 看不下去, 39.8.73.129 12/18 19:08,19:08,12/18 , 39.8.73.129 ,neg,neg,0.4209177904200273,Taiwan,Chiayi City,   想 轉台   看不下去,韓國瑜,12/18
推,no4, 你沒政見你要先講R, 1.160.143.71 12/18 19:08,19:08,12/18 , 1.160.143.71 ,neg,neg,0.29121804781399085,Taiwan,Taipei,   沒政見 先講 R,韓國瑜,12/18
推,osiris99, 中華民國萬歲XDD, 223.137.146.106 12/18 19:08,19:08,12/18 , 223.137.146.106 ,neg,neg,0.9092638151921196,Taiwan,Banqiao District,   中華民國 萬歲 XDD,韓國瑜,12/18
推,melike671, 為什麼草包通篇廢話還能扯那麼久？, 27.52.42.60 12/18 19:08,19:08,12/18 , 27.52.42.60 ,neg,neg,0.10664111785803743,Taiwan,Banqiao District,   草包 通篇 廢話 還能 扯 久,韓國瑜,12/18
推,hawaii987, 對不起 政見還好 我是要清廉政府^.<,49.217.99.236 12/18 19:08,19:08,12/18 ,49.217.99.236 ,neg,neg,0.1879855554391463,Taiwan,Taichung,   對不起   政見 還好   清廉 政府,韓國瑜,12/18
推,stevedirk, 媽的都在漫罵 政見咧, 123.192.81.199 12/18 19:08,19:08,12/18 , 123.192.81.199 ,neg,neg,0.33202009174813085,Taiwan,Hsinchu,   媽的 漫罵   政見 咧,韓國瑜,12/18
→,enel1111, 到底是政見發表, 36.225.110.34 12/18 19:08,19:08,12/18 , 36.225.110.34 ,neg,neg,0.28777805771853504,Taiwan,Keelung,   政見發表,韓國瑜,12/18
噓,kentin, 我快笑死了到底在講什麼鬼,49.216.21.142 12/18 19:08,19:08,12/18 ,49.216.21.142 ,neg,neg,0.8242535233395294,Taiwan,Keelung,   我快 笑死 在講 鬼,韓國瑜,12/18
推,ieyfung, 柯：???, 39.8.194.223 12/18 19:08,19:08,12/18 , 39.8.194.223 ,neg,neg,0.574549474228723,Taiwan,Xinying District,   柯,韓國瑜,12/18
→,basketone, 真的是白癡,27.247.0.204 12/18 19:08,19:08,12/18 ,27.247.0.204 ,neg,neg,0.5182053640187667,Taiwan,Taoyuan District,   真的 白癡,韓國瑜,12/18
推,yuching726, 國民黨講貪污，呵呵呵, 114.39.185.209 12/18 19:08,19:08,12/18 , 114.39.185.209 ,neg,neg,0.9200858191891819,Taiwan,Tainan City,   國民黨 講 貪污 呵呵,韓國瑜,12/18
推,maydayjoyce, 現在是政見不是批評大會吧 傻眼, 223.140.141.47 12/18 19:08,19:08,12/18 , 223.140.141.47 ,neg,neg,0.036357286982514836,Taiwan,Taipei,   政見 批評 大會   傻眼,韓國瑜,12/18
→,gracekan, 政見在哪,223.140.216.116 12/18 19:08,19:08,12/18 ,223.140.216.116 ,neg,neg,0.1837233963534416,Taiwan,Yilan,   政見在哪,韓國瑜,12/18
→,kanta, 說好的政見呢 幹, 36.229.51.78 12/18 19:08,19:08,12/18 , 36.229.51.78 ,neg,neg,0.15172835802465545,Taiwan,Taipei,   說好 政見呢   幹,韓國瑜,12/18
→,e71099, 欸 政見呢 工三毀, 114.32.112.115 12/18 19:08,19:08,12/18 , 114.32.112.115 ,neg,neg,0.10151003459846275,Taiwan,Taipei,   欸   政見呢   工三毀,韓國瑜,12/18
→,toshizo, 政見一片空白,218.161.12.201 12/18 19:08,19:08,12/18 ,218.161.12.201 ,neg,neg,0.12128905228819231,Taiwan,Taipei,   政見 一片空白,韓國瑜,12/18
→,ayumina11, 他在吃台獨豆腐484,223.139.3.180 12/18 19:08,19:08,12/18 ,223.139.3.180 ,neg,neg,0.6299996153468053,Taiwan,Changhua,   吃 台獨 豆腐,韓國瑜,12/18
→,jupei, 操你媽智障, 42.73.191.162 12/18 19:08,19:08,12/18 , 42.73.191.162 ,neg,neg,0.6494502141827926,Taiwan,Zhongli District,   操 你媽 智障,韓國瑜,12/18
→,mnhyuiop, *********酒空 講政見好嗎?************, 114.32.93.156 12/18 19:08,19:08,12/18 , 114.32.93.156 ,neg,neg,0.10007909411641314,Taiwan,Danshui District,   酒空   講 政見 好,韓國瑜,12/18
→,rie779, 忍不住開始看起了手語翻譯員 XDD, 1.163.83.2 12/18 19:08,19:08,12/18 , 1.163.83.2 ,neg,neg,0.019423433259258882,Taiwan,Taipei,   忍不住 看起 手語 翻譯員   XDD,韓國瑜,12/18
→,hawaii987, 對不起 政見還好 我是要清廉政府^.<,49.217.99.236 12/18 19:08,19:08,12/18 ,49.217.99.236 ,neg,neg,0.1879855554391463,Taiwan,Taichung,   對不起   政見 還好   清廉 政府,韓國瑜,12/18
→,blue072, 宋主席表示...我咧?,111.250.189.11 12/18 19:08,19:08,12/18 ,111.250.189.11 ,neg,neg,0.8834710517991359,Taiwan,Sanzhong District,   宋 主席 咧,韓國瑜,12/18
噓,mim5566, 不是政見發表嗎？是在哈囉,114.41.171.125 12/18 19:08,19:08,12/18 ,114.41.171.125 ,neg,neg,0.07954155393465612,Taiwan,Taipei,   政見發表 是在哈囉,韓國瑜,12/18
→,dlam002, 貪污黨談貪污,27.246.193.6 12/18 19:08,19:08,12/18 ,27.246.193.6 ,neg,neg,0.03053674188605293,Taiwan,Hsinchu,   貪污 黨談 貪污,韓國瑜,12/18
→,arcslam, 沒有白紙黑字都不算數喔 鳩咪 >.*, 114.24.131.189 12/18 19:08,19:08,12/18 , 114.24.131.189 ,neg,neg,0.26594709694124097,Taiwan,Taipei,   白紙黑字 不算數 喔   鳩 咪  ,韓國瑜,12/18
→,james732, 幹有貪污你就走司法程序啊,223.137.1.7 12/18 19:08,19:08,12/18 ,223.137.1.7 ,neg,neg,0.6342231451760088,Taiwan,Taipei,   幹有 貪污 走 司法程序,韓國瑜,12/18
→,godtim, 狂批蔡英文XD, 114.38.246.250 12/18 19:08,19:08,12/18 , 114.38.246.250 ,neg,neg,0.840808644030226,Taiwan,Magong,   狂批 蔡英文 XD,韓國瑜,12/18
推,gtcw, 發表會現在怎麼變成在罵人了,118.169.158.202 12/18 19:08,19:08,12/18 ,118.169.158.202 ,neg,neg,0.19370714555611923,Taiwan,Yilan,   發表會 罵人,韓國瑜,12/18
推,ssizz, 某人的政見不見了有人知道要去哪裡找嗎,114.44.198.142 12/18 19:08,19:08,12/18 ,114.44.198.142 ,neg,neg,0.0014019989466146354,Taiwan,Taipei,   某人 政見 不見 有人 找,韓國瑜,12/18
→,yyc210, 真的太好笑了, 27.247.170.182 12/18 19:08,19:08,12/18 , 27.247.170.182 ,neg,neg,0.657741126088257,Taiwan,Kaohsiung City,   真的 太 好笑,韓國瑜,12/18
→,cyc1123, 柯躺著也中槍,111.82.9.250 12/18 19:08,19:08,12/18 ,111.82.9.250 ,neg,neg,0.692579357303557,Taiwan,Taichung,   柯 躺 中槍,韓國瑜,12/18
推,FK84288, 這不是政見發表嗎？, 180.214.190.192 12/18 19:08,19:08,12/18 , 180.214.190.192 ,neg,neg,0.08635462638117375,Taiwan,Taipei,   政見發表,韓國瑜,12/18
推,Qgirl67, 所以我說……那個政見呢？,111.83.241.7 12/18 19:08,19:08,12/18 ,111.83.241.7 ,neg,neg,0.03205293018718214,Taiwan,Taichung,   說 政見呢,韓國瑜,12/18
→,katty102, 想打馬賽克, 42.74.148.30 12/18 19:08,19:08,12/18 , 42.74.148.30 ,neg,neg,0.7437850174840102,Taiwan,Taipei,   想 馬賽克,韓國瑜,12/18
